SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err,match_separation_arcsec,gaia_WDJ_name,gaia_source_id,gaia_ra,gaia_dec,gaia_parallax,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_umag,gaia_gmag,gaia_rmag,gaia_imag,gaia_zmag,gaia_teff_H,gaia_logg_H,gaia_mass_H,gaia_Pwd
005547.29+000358.7,693,52254,357,13.947049,0.06630624,18.56,18.24,18.55,18.76,19.11,15172.0,8.18,,DA,results_convolution_2/spectra/spec-0693-52254-0357.fits,spec-0693-52254-0357.fits,0693-52252-01,693.0,52254.0,357.0,,18.44189049126458,0.0058371630214339,18.38868623715367,0.0050972912931024,18.91739447632921,0.0041657911885029,18.925976645934007,0.0072003398649205,18.58894045313506,0.0024724359801123,18.305048833022877,0.0043787834314797,19.033364387276883,0.0132658444818815,18.69978342501793,0.0230072496458614,18.339964102388628,0.0017729907247676,18.61341940520192,0.010153227526641,18.829127467701788,0.0189069248066741,19.120443667848413,0.0169580663346378,0.9690191990334263,WDJ005547.29+000358.73 ,2536844496630235008,13.947317470686912,0.06628681959297227,4.4199298984189195,18.401861,18.383593,18.512102,18.614,18.259,18.542,18.78,18.969,14685.83,8.162762,0.709951,0.998969
005547.78-084507.3,657,52177,569,13.949069,-8.7520243,15.53,15.88,16.26,16.58,16.86,71388.0,7.27,0.514,DA,results_convolution_2/spectra/spec-0657-52177-0569.fits,spec-0657-52177-0569.fits,0657-52164-01,657.0,52177.0,569.0,,15.57852730250827,,15.655528061857602,,16.571039460368233,,16.363671460715686,,16.217107660304386,,15.92925078771517,,16.735980433700412,,15.522887207317687,,15.778834800079146,,15.507629575042849,,15.673655966006542,,16.80421138956182,,0.9380177381922307,WDJ005547.78-084507.23 ,2474288985158936960,13.949128059085913,-8.752278238075213,2.4071578840859735,16.01124,15.871348,16.266748,15.538,15.842,16.265,16.59,16.867,37130.15,7.003221,0.3435914,0.924831
005556.54-093546.2,658,52146,342,13.985586,-9.5961582,18.14,18.2,18.48,18.75,19.12,23898.0,7.94,0.601,DA,results_convolution_2/spectra/spec-0658-52146-0342.fits,spec-0658-52146-0342.fits,0658-52143-01,658.0,52146.0,342.0,,18.22520003873891,0.0059335189399466,18.167559272388186,0.0049632176058965,18.82825653271853,0.0037736439541931,18.73267078494495,0.0062930429228543,18.499081605854748,0.0021745239501528,18.191636769977755,0.0043302823137543,18.946019772025718,0.0121086385034344,18.37955151240524,0.025857380008876,18.17754724935769,0.0017569533338527,18.34104803542163,0.0102947507042103,18.52475240202582,0.0198129561055893,18.97269693611458,0.0152242895186632,0.25532925138853146,WDJ005556.55-093546.24 ,2473789905663799040,13.98561820079463,-9.596221621211805,2.867225626330366,18.342495,18.232082,18.402786,18.128,18.122,18.466,18.709,19.063,20559.89,7.853376,0.5463476,0.999238
005602.10-002244.3,692,52201,120,14.008765,-0.37896177,20.15,20.16,20.43,20.84,21.41,21828.0,7.41,0.419,DA,results_convolution_2/spectra/spec-0692-52201-0120.fits,spec-0692-52201-0120.fits,0692-52200-01,692.0,52201.0,120.0,,20.0606569597742,0.0182873207778774,20.11998563649416,0.0161053122257974,20.583847204776585,0.0166149706996397,20.662405760010152,0.0258437502790303,20.4164973580452,0.0098532356844734,20.14676713798369,0.0144310240306434,20.883283112524303,0.0634441330667878,20.23760103185898,0.0712857763598364,20.12945703382629,0.005859057560924,20.128864869638257,0.0319221621976201,20.42430381296025,0.0704538512662485,20.921405170859423,0.0775575066260344,0.2035082436030479,WDJ005602.10-002244.20 ,2536062361610625152,14.008821422433304,-0.3789652766846435,1.5144313884858367,20.30247,20.097958,20.331335,20.198,20.144,20.458,20.796,20.964,,,,0.995407
005611.51+005756.7,692,52201,617,14.047977,0.96575755,20.1,19.65,19.62,19.66,19.81,8944.0,8.52,0.917,DA,results_convolution_2/spectra/spec-0692-52201-0617.fits,spec-0692-52201-0617.fits,0692-52200-01,692.0,52201.0,617.0,,19.84661208909511,0.0150964335598657,19.840821510988825,0.012943806524899,19.805965864808265,0.0091931763474338,19.79501455462921,0.0127978400902469,19.693349078218567,0.0050047862390534,19.69871719529487,0.0100362992017084,19.89513197317134,0.032532336477427,19.9191423900788,0.0658614924641289,19.75332718089449,0.0042956990966485,19.94022374854425,0.0264408820524074,20.08718012763628,0.0512006331274127,20.00748749023388,0.0409802917783467,0.027732204422006947,WDJ005611.51+005756.91 ,2537348652776151296,14.047971170312808,0.9657625865286984,4.493035824372799,19.619404,19.707993,19.553543,20.093,19.66,19.603,19.677,19.656,10347.93,8.488439,0.9123976,0.992958
005620.25+140714.4,420,51871,60,14.084381,14.120661,18.94,18.5,18.68,18.84,19.09,11963.0,7.85,0.529,DA,results_convolution_2/spectra/spec-0420-51871-0060.fits,spec-0420-51871-0060.fits,0420-51869-01,420.0,51871.0,60.0,,18.56479385512558,0.0081499137001482,18.518955557769797,0.0067914187389203,18.862333094838,0.0045093057557246,18.91871430470004,0.0075413269665546,18.60432643122291,0.002591854851396,18.360272903585603,0.0050203271386632,18.93829570913531,0.013648811356168,18.847214664136423,0.0318660017138507,18.42551325712281,0.0021866623340682,18.74902918291007,0.0154111222481675,18.97074590647096,0.0303862086548913,18.973357119266105,0.0168286656503699,0.4271938968533492,WDJ005620.25+140714.40 ,2777005319631915904,14.084457560226625,14.120753567688071,4.29910288442349,18.575182,18.596943,18.649683,18.942,18.488,18.671,18.845,19.08,12570.06,8.032181,0.625962,0.997467
005632.69-001815.1,693,52254,302,14.136224,-0.3042052,18.85,19.03,19.29,19.63,19.72,25467.0,8.25,0.751,DB,results_convolution_2/spectra/spec-0693-52254-0302.fits,spec-0693-52254-0302.fits,0693-52252-01,693.0,52254.0,302.0,,18.973222099908646,0.008880340051827,18.86246722823024,0.0070399581889111,19.51905880250242,0.0070103567260743,19.38897298863069,0.0104170992438439,19.273849964990998,0.0038878095246925,19.040970853315777,0.0071076323105929,19.544071081885114,0.0199448295733538,18.95153977075744,0.0321671704410809,18.983211052594704,0.0027513211423712,18.93112225621791,0.0139280690457333,19.097228846886743,0.0246751324907118,19.59195114842189,0.0253004571130825,0.23286582589925414,WDJ005632.69-001815.09 ,2536068821241035520,14.136251251411656,-0.3042638645077521,2.380997573935278,19.1596,19.114937,19.218279,18.918,19.012,19.325,19.613,19.906,16702.72,7.873285,0.5466185,0.997906
005703.65+134736.2,420,51871,9,14.265209,13.7934,18.69,18.39,18.45,18.51,18.58,10167.0,7.85,,DC,results_convolution_2/spectra/spec-0420-51871-0009.fits,spec-0420-51871-0009.fits,0420-51869-01,420.0,51871.0,9.0,,18.50474443401921,0.0064627775328026,18.484270708007337,0.0054714136497283,18.528828457161104,0.0032191292652713,18.50322983918874,0.0051598708546124,18.462710005326592,0.0021267059537199,18.436472294654894,0.0045915080489068,18.550648406196068,0.0093400269481269,18.62395303463854,0.0234057683574971,18.44104817479424,0.0018720203865622,18.51744695410776,0.0105686198997941,18.77601869307596,0.0201614474274153,18.61076989626266,0.0117016517411407,0.811134366549934,WDJ005703.65+134736.16 ,2776945091305629056,14.265039610260535,13.793246035600806,5.678904170106716,18.37276,18.494982,18.190594,18.649,18.431,18.447,18.519,18.57,8631.136,7.619296,0.4189221,0.958554
005842.46-005657.3,693,52254,246,14.67692,-0.94925127,19.23,18.75,18.96,19.13,19.49,13125.0,7.95,0.582,DA,results_convolution_2/spectra/spec-0693-52254-0246.fits,spec-0693-52254-0246.fits,0693-52252-01,693.0,52254.0,246.0,,18.939242191332063,0.0092426321507709,18.85640174413573,0.0074897231109841,19.227438939667444,0.0053752924296986,19.26528502729213,0.0095154474846398,18.97505810535852,0.0030446268646813,18.71702731007627,0.0057386715130783,19.399494897790756,0.0173669465797301,19.22575949967527,0.0384878915036998,18.77661207836284,0.0024759702745513,19.15625515845654,0.017781924795891,19.366272796482512,0.0354028981536274,19.444966901701427,0.0218502583920117,0.6646698355418618,WDJ005842.47-005657.15 ,2535792775103271808,14.67710347085931,-0.9492303868136525,3.063262593762582,18.840683,18.882275,18.928982,19.136,18.746,18.935,19.116,19.343,12426.97,7.674134,0.4494431,0.997157
005955.03-003439.1,1083,52520,108,14.979294,-0.57751661,20.42,20.07,20.02,20.08,20.26,8623.0,7.79,0.493,DA,results_convolution_2/spectra/spec-1083-52520-0108.fits,spec-1083-52520-0108.fits,1083-52520-01,1083.0,52520.0,108.0,,20.161316181000025,,20.115344157374203,,20.04095139574519,,20.15353550192041,,20.027114586127432,,20.01060774664308,,19.97689423141255,,20.16502431364716,,20.05243463899604,,20.13862048814017,,20.36765329789876,,20.063960949014263,,0.2916421441859357,WDJ005955.03-003439.14 ,2536181280665009408,14.979370145496528,-0.577488945058056,3.587115616580407,19.983494,20.048038,19.744583,20.462,20.015,20.022,20.016,20.39,8776.65,8.050518,0.6272499,0.975968
010020.69+135448.9,421,51821,208,15.086204,13.913587,17.84,17.99,18.37,18.63,18.94,25532.0,7.43,0.441,DA,results_convolution_2/spectra/spec-0421-51821-0208.fits,spec-0421-51821-0208.fits,0421-51820-01,421.0,51821.0,208.0,,17.734138839404714,0.0038507639121131,17.800610182412804,0.0034562444251789,18.636364465481385,0.0026838082583547,18.50550909098093,0.0050296208059362,18.3082154619002,0.0016929193038124,18.002756096357736,0.0033663542457508,18.77062781804469,0.0082578590159679,17.753839313082345,0.011571307679835,17.894190967670248,0.0013094033088036,17.76536143260619,0.00632067856126,17.89856139710347,0.0116580196044005,18.846738925149545,0.0116631220382771,0.36676294562404776,WDJ010020.69+135448.92 ,2777130011122558208,15.086150593720143,13.913499296334088,2.0176536266268386,18.155094,18.071873,18.328228,17.86,17.959,18.351,18.666,18.897,27688.39,7.622916,0.4965731,0.995192
010040.32-003444.1,1083,52520,109,15.168009,-0.57891744,20.68,20.31,20.11,20.11,19.99,7379.0,7.64,,DAM,results_convolution_2/spectra/spec-1083-52520-0109.fits,spec-1083-52520-0109.fits,1083-52520-01,1083.0,52520.0,109.0,,20.423003216313862,,20.3999464284121,,20.04708739993118,,20.31168578308135,,20.184064605942066,,20.2931067514511,,19.9906261848492,,20.538914404641453,,20.30285978375415,,20.404519501901795,,20.7062975027547,,19.94875901478964,,0.10477708903599853,WDJ010040.32-003444.10 ,2536174649235503616,15.168038097323246,-0.5789181600751714,1.9528392077114274,20.091097,20.256168,19.53631,20.89,20.275,20.052,20.07,20.071,,,,0.210007
010045.94+150659.2,421,51821,463,15.19142,15.116445,19.35,18.85,18.99,18.76,18.29,11021.0,8.06,,DAM,results_convolution_2/spectra/spec-0421-51821-0463.fits,spec-0421-51821-0463.fits,0421-51820-01,421.0,51821.0,463.0,,18.94835802146938,0.0075538499080605,18.913379657271854,0.006592920919472,18.68677392001525,0.0027399928050307,19.1098043243581,0.0070989140348454,18.93684064914519,0.0025156676551694,18.798996096152827,0.0055169878956462,18.329181167239646,0.0057167225288897,19.26899892504722,0.0283246745272366,18.842456214331555,0.002257843477506,19.162130086890865,0.014078607550042,19.41521852602441,0.0315995898260174,18.43619233118482,0.0082067016839824,0.5497190337580758,WDJ010045.94+150659.15 ,2777539613563149312,15.191357423771969,15.116304758343457,2.6906459693154137,18.762802,18.94821,18.367725,19.402,18.837,18.931,18.721,18.32,,,,0.109802
010214.99+462620.9,1472,52913,278,15.56246,46.439146,0.0,0.0,0.0,0.0,0.0,8033.0,7.42,,DAH,results_convolution_2/spectra/spec-1472-52913-0278.fits,spec-1472-52913-0278.fits,1472-52901-02,1472.0,52913.0,278.0,,19.566133171036743,0.0092765946469036,19.502566305906136,0.0071781486849931,19.198406743487915,0.0030008736555591,19.29823528437614,0.0054322444278411,19.217788109126797,0.0022257987363237,19.281129322718307,0.0050812074806135,19.15093742819591,0.0091143644863557,19.904489436448536,0.0456326649197688,19.371310709667064,0.0022848296801574,19.717040285416523,0.0172881082330586,20.031347667446333,0.0354943075339796,19.198279490726613,0.0115121300263148,0.37006026645659906,WDJ010215.00+462621.01 ,377175373578461568,15.562310846951863,46.43914460389001,3.2437515819346223,19.20309,19.402403,18.926329,19.946,19.408,19.247,19.23,19.26,,,,0.598255
010230.62-004743.3,693,52254,97,15.627582,-0.79535369,19.39,18.92,19.03,19.22,19.46,11212.0,7.97,0.587,DA,results_convolution_2/spectra/spec-0693-52254-0097.fits,spec-0693-52254-0097.fits,0693-52252-01,693.0,52254.0,97.0,,19.13475611145868,0.0104083583870881,19.073540079472544,0.0085466430771187,19.25084876252287,0.0052538898250368,19.32519086940432,0.0094665318236875,19.050440555778543,0.0031513743531411,18.863302867865563,0.0061518448612212,19.36654251441308,0.0156971944049604,19.323771768750824,0.0370054946219662,18.955104398210302,0.0027340087888567,19.348696387600704,0.0198129742427285,19.457802946405018,0.036970027346929,19.427014319285384,0.0203981676395044,0.1779479755009034,WDJ010230.62-004743.23 ,2536106857471213952,15.627534680001657,-0.7953393870830714,4.614810641868295,18.98041,19.022213,18.994585,19.219,18.908,19.082,19.241,19.514,11746.12,8.347917,0.8232435,0.996163
010302.11-090601.3,658,52146,571,15.758789,-9.1003598,18.74,18.62,18.95,19.28,19.53,20530.0,7.73,0.499,DA,results_convolution_2/spectra/spec-0658-52146-0571.fits,spec-0658-52146-0571.fits,0658-52143-01,658.0,52146.0,571.0,,18.504372002914916,0.005758745835098,18.52287633758481,0.00525916891712,19.213865880280917,0.0046675546747612,19.155675496983957,0.0075164638113201,18.928592666903302,0.0025818508122705,18.63140948494281,0.0049009104130144,19.32658234894836,0.0153027928588063,18.697465425858205,0.0233936820249436,18.573335949384408,0.0019226581913419,18.606518951879984,0.0097384139467812,18.82034768780488,0.0194169180191628,19.36531963529628,0.01944222507239,0.2588718216578654,WDJ010302.11-090601.28 ,2473502761330093696,15.758861756772399,-9.100362923515021,2.3255202490851397,18.795143,18.741354,18.967522,18.718,18.627,18.952,19.283,19.551,20974.3,7.863495,0.5525933,0.999481
010322.19-002047.7,396,51816,235,15.84244,-0.3465777,18.64,19.09,19.52,19.91,20.22,75000.0,7.81,0.649,DA,results_convolution_2/spectra/spec-0396-51816-0235.fits,spec-0396-51816-0235.fits,0396-51813-01,396.0,51816.0,235.0,,18.857698956888207,0.0074941822730961,18.90982505191102,0.0067544869759814,19.905496734253692,0.0087759713537054,19.66848377838742,0.0110821823532525,19.504613813491268,0.0038483112709055,19.162282937743534,0.0069387698128882,20.111415172339925,0.0313524390862886,18.78376361933245,0.0218664983275705,19.03494142691604,0.0026208745217604,18.82507550163499,0.011690673747437,18.927381089717947,0.0209694661860151,20.242685113200984,0.0407966841764477,0.2610610343093977,WDJ010322.19-002047.70 ,2536159496590552704,15.842504355443207,-0.34661112509679687,0.8168154873847343,19.302286,19.163628,19.672174,18.656,19.03,19.54,19.935,20.366,,,,0.98345
010345.56+003746.8,1497,52886,615,15.939833,0.629653,19.26,19.06,19.12,19.1,18.83,10092.0,9.29,,DCM,results_convolution_2/spectra/spec-1497-52886-0615.fits,spec-1497-52886-0615.fits,1497-52884-01,1497.0,52886.0,615.0,,19.114230577793258,0.0110176972116907,19.109595050260587,0.0097059807237028,19.02210897410759,0.0043607398949772,19.118401956215983,0.0086991704338568,19.099573842299414,0.0034442603041084,19.078741918854316,0.0078673117410368,18.697269909990062,0.0092255062115104,19.234285287064036,0.0444040052670311,19.075331328459605,0.0032601177050565,19.12252612577864,0.017600577595118,19.387486650599435,0.0357791645673104,18.902790189291927,0.0133946319930908,0.28371347087860554,WDJ010345.55+003746.76 ,2536561952205972608,15.939911342408738,0.6296443910774714,4.244737934869192,19.063307,19.17248,18.673334,19.271,19.05,19.105,19.104,18.79,6977.888,7.121918,0.2571418,0.794204
010345.56+003746.8,1498,52914,466,15.939833,0.629653,19.26,19.06,19.12,19.1,18.83,10094.0,8.85,,DCM,results_convolution_2/spectra/spec-1498-52914-0466.fits,spec-1498-52914-0466.fits,1498-52904-01,1498.0,52914.0,466.0,,19.06175429111378,0.0090222726536036,19.09111043307866,0.0081484002385801,19.05552800999076,0.0042482108211941,19.179949175113173,0.0088469446140574,19.16518454320866,0.0039131871979044,19.135591656480777,0.0077442037966198,18.74179249973094,0.0094170474193854,19.174164013135503,0.0341385731915466,19.10206928300608,0.0030032591822858,19.06675774563337,0.0147349211589206,19.331172029670903,0.0360686975695581,18.899458083908307,0.014659450444331,0.28371347087860554,WDJ010345.55+003746.76 ,2536561952205972608,15.939911342408738,0.6296443910774714,4.244737934869192,19.063307,19.17248,18.673334,19.271,19.05,19.105,19.104,18.79,6977.888,7.121918,0.2571418,0.794204
010345.56+003746.8,1083,52520,638,15.939848,0.62965362,19.26,19.06,19.12,19.1,18.83,10092.0,9.09,,DCM,results_convolution_2/spectra/spec-1083-52520-0638.fits,spec-1083-52520-0638.fits,1083-52520-01,1083.0,52520.0,638.0,,19.4181296831372,0.0148760442157851,19.343247691256785,0.0122560955720366,19.067624623822944,0.0046169939897994,19.19049810566954,0.0089968614570769,19.17872447593711,0.0035217017474116,19.14318815046841,0.0085555734886569,18.818557124898422,0.0105240909181989,19.56127950626024,0.0651620172328453,19.213792582727173,0.0037931187542055,19.41047934953476,0.0231663743574375,19.71140503349577,0.0462717274094855,18.975481900396325,0.0142772886542895,0.2304266953434463,WDJ010345.55+003746.76 ,2536561952205972608,15.939911342408738,0.6296443910774714,4.244737934869192,19.063307,19.17248,18.673334,19.271,19.05,19.105,19.104,18.79,6977.888,7.121918,0.2571418,0.794204
010415.99+144857.4,421,51821,595,16.066632,14.815945,18.87,18.83,19.11,19.35,19.6,29735.0,7.48,0.465,DA,results_convolution_2/spectra/spec-0421-51821-0595.fits,spec-0421-51821-0595.fits,0421-51820-01,421.0,51821.0,595.0,,18.740267676967555,0.0060021513517752,18.77629593539425,0.0056883890634377,19.41590086004256,0.0047780085381092,19.30049843008245,0.0078485785715429,19.120402316204512,0.0027893501217772,18.886751638780037,0.005570190385089,19.583391570942588,0.0162692099536028,18.787867943724287,0.018564313488758,18.82107339438541,0.0021071713452798,18.782371028216936,0.0094735315272227,18.936345772640017,0.0180536154506175,19.64353810799252,0.0224193825875319,0.18459271760756726,WDJ010415.99+144857.44 ,2777300126187187200,16.066679101776803,14.815921426745023,1.6078610447912385,18.950808,18.874004,19.015947,18.858,18.815,19.098,19.326,19.602,16818.48,7.205028,0.329117,0.994645
010530.28+004010.1,396,51816,508,16.376162,0.66947471,16.97,17.41,17.91,18.28,18.6,64204.0,7.87,0.651,DA,results_convolution_2/spectra/spec-0396-51816-0508.fits,spec-0396-51816-0508.fits,0396-51813-01,396.0,51816.0,508.0,,17.157292225032997,,17.269594124916246,,18.325971312622197,,18.112350284869656,,17.9534376687294,,17.60291068334154,,18.479953598719696,,17.031625230239563,,17.418376966500027,,17.05911920659468,,17.170044568667088,,18.545452007205817,,0.4996264912180363,WDJ010530.28+004010.07 ,2537873811312384256,16.376106690498613,0.6693474206024964,1.4875220452645759,17.647333,17.492325,17.973852,16.973,17.37,17.896,18.247,18.544,58738.68,7.730966,0.5963084,0.992675
010543.14-092054.6,659,52199,381,16.429734,-9.3485015,17.68,17.24,17.17,17.2,17.28,7972.0,8.03,0.612,DA,results_convolution_2/spectra/spec-0659-52199-0381.fits,spec-0659-52199-0381.fits,0659-52192-01,659.0,52199.0,381.0,,17.229285036556398,,17.25124214506352,,17.185253875731682,,17.27092645749351,,17.16258224260242,,17.177659337666718,,17.160864410535986,,17.305096918586266,,17.20104685115205,,17.368814075952564,,17.4496049212185,,17.227607516144822,,0.843058588898844,WDJ010543.14-092054.59 ,2473296504116465408,16.429671677310402,-9.348727464649935,14.350049059098119,17.127909,17.25084,16.907333,17.673,17.248,17.173,17.208,17.264,8205.209,8.034058,0.6156777,0.992489
010558.80+002055.3,694,52209,438,16.49498,0.34868463,19.55,19.38,19.7,19.94,20.46,17421.0,7.82,0.53,DA,results_convolution_2/spectra/spec-0694-52209-0438.fits,spec-0694-52209-0438.fits,0694-52204-01,694.0,52209.0,438.0,,19.39065089392732,,19.37681170651688,,20.231498727647043,,20.03956660223032,,19.775942915836676,,19.420545996677795,,20.60204652240281,,19.593514980488514,,19.389154003391035,,19.52641482569744,,19.74456735204065,,20.581430741084155,,0.6245207528483205,WDJ010558.80+002055.22 ,2537849892639123712,16.495102280077326,0.3485615741256989,3.16979127484858,19.544964,19.50293,19.686954,19.594,19.372,19.668,19.955,20.101,17376.31,8.565627,0.9701572,0.99823
010602.97+004717.0,2328,53728,379,16.512378,0.788065,18.61,18.19,18.16,18.22,18.33,8627.0,8.12,0.665,DA,results_convolution_2/spectra/spec-2328-53728-0379.fits,spec-2328-53728-0379.fits,2328-53727-01,2328.0,53728.0,379.0,,18.262103408756808,0.00260085403367,18.256602381941697,0.0023841351043923,18.233189168729773,0.0012991589668702,18.335325308112992,0.0025620113214747,18.19476745636802,0.0008725763928375,18.169360924394645,0.0020431241630041,18.197107864410803,0.0034622367962944,18.38763816923852,0.0094476716410072,18.197901157278245,0.0008175945740991,18.319757709982035,0.004238044662639,18.523590819181784,0.0079029547498439,18.269567072844858,0.0044086209875329,0.9857365764053365,WDJ010602.97+004717.24 ,2537882053354481280,16.512471051026576,0.7878074768165998,7.830943879923406,18.120312,18.222294,17.926916,18.604,18.184,18.184,18.247,18.288,8674.595,7.934217,0.5583708,0.988815
010619.94+002112.5,693,52254,630,16.583082,0.35347699,19.97,19.6,19.75,19.94,20.0,11491.0,8.39,0.837,DA,results_convolution_2/spectra/spec-0693-52254-0630.fits,spec-0693-52254-0630.fits,0693-52252-01,693.0,52254.0,630.0,,19.89155213880111,0.0187647206877186,19.784765858959865,0.015102142069748,20.076256013969164,0.0101078217221915,20.075818256097413,0.016507070921683,19.81149925679049,0.0062268448817579,19.596824210068043,0.0109506862633549,20.15708637657834,0.0304290968753188,20.27624033798582,0.106994689472711,19.677477051728022,0.0048163809343345,20.082224117026733,0.0345735647016896,20.381714039517867,0.0750117490652632,20.188752899169906,0.0377352392377596,0.38257372267552037,WDJ010619.94+002112.50 ,2537849342883399296,16.58318773124646,0.3534877018447999,2.91443525330993,19.641924,19.664272,19.713213,19.964,19.592,19.761,19.951,20.154,14021.82,8.28611,0.7870665,0.996527
010622.99-001456.3,396,51816,68,16.595811,-0.24897072,25.11,24.57,20.68,20.81,19.5,14702.0,7.52,,DAM,results_convolution_2/spectra/spec-0396-51816-0068.fits,spec-0396-51816-0068.fits,0396-51813-01,396.0,51816.0,68.0,,18.177831571752822,0.0048426374849247,18.141221566582665,0.0041947475011632,18.582258767517462,0.0027392007053053,18.678336366679154,0.0051553046722108,18.425059740824015,0.0017160807772012,18.150361169779224,0.0037067321451355,18.46477037623631,0.0068604774790009,18.5219739568632,0.0179029600991506,18.14011644799817,0.0014926276363942,18.38150599421551,0.0087173284242656,18.64145533158649,0.0176521835066758,18.555196821617805,0.0088326036770053,0.44622573436989593,WDJ010623.00-001456.30 ,2533263627776673024,16.59592413286598,-0.24902136774164527,3.145979545951449,18.232801,18.314817,18.131535,18.575,18.141,18.372,18.512,18.559,9755.212,6.971171,0.2454751,0.913214
010647.93+151327.9,422,51811,426,16.699696,15.224416,18.34,18.83,19.19,19.48,19.82,81818.0,7.29,,DQHOT,results_convolution_2/spectra/spec-0422-51811-0426.fits,spec-0422-51811-0426.fits,0422-51808-01,422.0,51811.0,426.0,,18.534550123486103,0.0050163945780337,18.66192450070209,0.0048826128772695,19.506217552929307,0.0057403283306969,19.32671807129058,0.0078752054429183,19.16250642317089,0.0027888340145606,18.89048881747582,0.0052312141053147,19.59225433866016,0.0191278673466386,18.29519716957514,0.0115155066721348,18.728909740684536,0.0018624478609932,18.40795328401392,0.0072042335841378,18.43117279124575,0.0127761344437029,19.66506978365839,0.0252118332912012,0.5148860233495476,WDJ010647.93+151327.85 ,2783312393206736896,16.699634872824657,15.22428570430448,2.6883728980768993,18.98286,18.859287,19.302443,18.357,18.816,19.199,19.522,19.901,,,,0.998894
010647.93+151327.9,422,51878,422,16.699696,15.224416,18.34,18.83,19.19,19.48,19.82,65540.0,7.87,,DQHOT,results_convolution_2/spectra/spec-0422-51878-0422.fits,spec-0422-51878-0422.fits,0422-51877-01,422.0,51878.0,422.0,,18.55580620061378,0.0053024630896807,18.68378858043193,0.0052024858346323,19.60166771559863,0.0076506772469241,19.397871225605947,0.0095611417444111,19.23089925235173,0.0038763846294998,18.92167679376484,0.0057559738472284,19.92755404887392,0.0320058371514263,18.343777792238303,0.01507861937789,18.76902897034811,0.0020172790504323,18.409647717130973,0.007559751065882,18.50379726516406,0.0136392872369282,19.96230696479461,0.0391662002963081,0.5148860233495476,WDJ010647.93+151327.85 ,2783312393206736896,16.699634872824657,15.22428570430448,2.6883728980768993,18.98286,18.859287,19.302443,18.357,18.816,19.199,19.522,19.901,,,,0.998894
010647.93+151327.6,2825,54439,307,16.699709,15.224339,18.34,18.83,19.19,19.48,19.82,72622.0,7.58,,DQHOT,results_convolution_2/spectra/spec-2825-54439-0307.fits,spec-2825-54439-0307.fits,2825-54389-02,2825.0,54439.0,307.0,,18.66385682907177,0.0049827590421991,18.77149962862729,0.0045014909181505,19.88469401663243,0.0048943747954599,19.5591559214106,0.006634426293182,19.389324367567447,0.0025498585374617,19.05403580923456,0.0044631668844644,20.396564943366563,0.0221861103264296,18.489709365099507,0.0185073096805154,18.87482486736294,0.0016853042541155,18.530388195648264,0.0074976094494483,18.67116850988007,0.0134885755342182,20.377241129353383,0.0267939287547274,0.32111426867873333,WDJ010647.93+151327.85 ,2783312393206736896,16.699634872824657,15.22428570430448,2.6883728980768993,18.98286,18.859287,19.302443,18.357,18.816,19.199,19.522,19.901,,,,0.998894
010816.46-001813.2,2328,53728,156,17.068597,-0.303672,18.58,18.22,18.45,18.74,18.88,15004.0,8.01,0.617,DA,results_convolution_2/spectra/spec-2328-53728-0156.fits,spec-2328-53728-0156.fits,2328-53727-01,2328.0,53728.0,156.0,,18.30971374522712,,18.267097469504726,,18.795360714486527,,18.803738100192724,,18.49382992177072,,18.20552738248086,,18.985383431473046,,18.51240265180441,,18.23014054661231,,18.498858910316866,,18.65172014155113,,19.050856176607688,,0.418528171772172,WDJ010816.47-001813.21 ,2533251975529816320,17.06849151698863,-0.30372088280786463,4.00075487883073,18.32762,18.328945,18.434633,18.533,18.193,18.429,18.689,18.922,13821.89,7.876147,0.5408301,0.998902
010816.47-001813.2,694,52209,180,17.068632,-0.30365783,18.58,18.22,18.45,18.74,18.88,15009.0,7.95,,DA,results_convolution_2/spectra/spec-0694-52209-0180.fits,spec-0694-52209-0180.fits,0694-52204-01,694.0,52209.0,180.0,,18.36660528463357,,18.30711564281868,,18.81153459795137,,18.824456866626896,,18.50095075188145,,18.220980625701493,,18.854821019816065,,18.671499311386647,,18.261948343387186,,18.5864632322268,,18.806208098294316,,18.911890850777876,,0.5543366295979939,WDJ010816.47-001813.21 ,2533251975529816320,17.06849151698863,-0.30372088280786463,4.00075487883073,18.32762,18.328945,18.434633,18.533,18.193,18.429,18.689,18.922,13821.89,7.876147,0.5408301,0.998902
