catalog_source,object_id,ra,dec,plate,mjd,fiber,u_mag,g_mag,r_mag,i_mag,z_mag,teff,logg,mass,wd_type,gaia_source_id,parallax,bp_mag,rp_mag,obsid,uid,ra_obs,dec_obs,lmjd,planid,spid,fiberid,snr_u,snr_g,snr_r,snr_i,snr_z,spec_class,spec_subclass,wd_subclass,z,z_err,ps_id,ps_g_mag,ps_r_mag,ps_i_mag,ps_z_mag,ps_y_mag,gaia_g_mag,teff_err,logg_err,has_spectrum,spectrum_source,spectrum_identifier,spectrum_url
SDSS_DR7,033200.49-005752.5,53.002036,-0.96459432,415.0,51810.0,206.0,17.29,17.08,17.36,17.62,17.83,17759.0,7.81,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51810-0206,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51810-0206.fits
SDSS_DR7,033200.49-005752.5,53.002036,-0.96459432,415.0,51879.0,206.0,17.29,17.08,17.36,17.62,17.83,17524.0,7.78,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0206,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0206.fits
SDSS_DR7,033204.39+003402.8,53.018289,0.56745014,415.0,51879.0,426.0,19.89,19.39,19.26,19.26,19.33,7735.0,7.7,0.459,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0426,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0426.fits
SDSS_DR7,033205.53+011206.8,53.023061,1.201877,713.0,52178.0,401.0,18.83,18.88,19.16,19.5,19.76,25754.0,7.98,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0713-52178-0401,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0713/spec-0713-52178-0401.fits
SDSS_DR7,033209.07-001315.7,53.037777,-0.22102055,713.0,52178.0,182.0,19.99,19.63,19.74,19.95,20.35,14282.0,8.2,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0713-52178-0182,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0713/spec-0713-52178-0182.fits
SDSS_DR7,033209.26+010722.2,53.038586,1.122824,1063.0,52591.0,373.0,17.31,17.09,17.44,17.86,17.99,17056.0,7.97,0.601,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1063-52591-0373,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1063/spec-1063-52591-0373.fits
SDSS_DR7,033218.22-003722.1,53.07592,-0.62280711,415.0,51879.0,228.0,18.72,18.27,18.3,18.41,18.57,10322.0,8.47,,DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0228,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0228.fits
SDSS_DR7,033218.23-003722.6,53.075956,-0.622933,2069.0,53376.0,148.0,18.72,18.27,18.3,18.41,18.57,10263.0,8.7,,DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2069-53376-0148,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2069/spec-2069-53376-0148.fits
SDSS_DR7,033236.61-004918.4,53.152527,-0.82176711,415.0,51879.0,212.0,18.64,18.2,18.3,18.45,18.64,11021.0,8.27,0.761,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0212,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0212.fits
SDSS_DR7,033236.88-004936.9,53.153647,-0.82691721,713.0,52178.0,214.0,15.32,15.64,16.09,16.41,16.75,34054.0,7.85,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0713-52178-0214,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0713/spec-0713-52178-0214.fits
SDSS_DR7,033319.85-003603.1,53.332693,-0.60085147,415.0,51810.0,185.0,19.78,19.75,19.82,20.05,20.24,15287.0,7.94,,DBA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51810-0185,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51810-0185.fits
SDSS_DR7,033319.85-003603.1,53.332693,-0.60085147,415.0,51879.0,181.0,19.78,19.75,19.82,20.05,20.24,15691.0,8.48,,DBA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0181,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0181.fits
SDSS_DR7,033425.38+011258.2,53.605763,1.2161751,415.0,51879.0,447.0,19.21,18.92,19.15,19.37,19.71,16227.0,7.95,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0447,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0447.fits
SDSS_DR7,033425.38+011258.2,53.605766,1.216177,2069.0,53376.0,565.0,19.21,18.92,19.15,19.37,19.71,16020.0,8.04,0.635,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2069-53376-0565,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2069/spec-2069-53376-0565.fits
SDSS_DR7,033542.90+011542.1,53.928741,1.2616931,415.0,51879.0,532.0,20.15,20.09,20.25,20.39,20.46,20991.0,8.28,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0532,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0532.fits
SDSS_DR7,033548.59+003832.3,53.952444,0.64230308,415.0,51879.0,581.0,18.31,17.99,17.94,17.13,16.47,8489.0,7.73,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0581,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0581.fits
SDSS_DR7,033621.60-002852.4,54.08999,-0.48121087,415.0,51879.0,114.0,20.34,19.92,19.96,20.09,20.45,11111.0,8.35,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0114,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0114.fits
SDSS_DR7,033622.01-000146.7,54.091717,-0.02963922,415.0,51879.0,115.0,17.98,18.23,18.63,18.97,19.42,50858.0,7.67,,DAZEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0115,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0115.fits
SDSS_DR7,033622.01-000146.7,54.091717,-0.029639,810.0,52326.0,95.0,17.98,18.23,18.63,18.97,19.42,50602.0,7.64,,DAZEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0810-52326-0095,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0810/spec-0810-52326-0095.fits
SDSS_DR7,033622.01-000146.7,54.091717,-0.029639,810.0,52672.0,95.0,17.98,18.23,18.63,18.97,19.42,50299.0,7.78,,DAZEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0810-52672-0095,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0810/spec-0810-52672-0095.fits
SDSS_DR7,033622.02-000146.7,54.091732,-0.029647,2069.0,53376.0,621.0,17.98,18.23,18.63,18.97,19.42,51692.0,7.76,,DAZEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2069-53376-0621,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2069/spec-2069-53376-0621.fits
SDSS_DR7,033648.33-000634.2,54.201389,-0.10950746,415.0,51879.0,112.0,18.39,17.94,18.0,18.19,18.35,10244.0,8.17,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0112,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0112.fits
SDSS_DR7,033650.83-061854.2,54.211799,-6.3150687,462.0,51909.0,357.0,20.14,19.86,20.06,20.31,20.57,12481.0,8.38,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0462-51909-0357,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0462/spec-0462-51909-0357.fits
SDSS_DR7,033710.50-063501.6,54.29373,-6.583771,2070.0,53729.0,280.0,20.66,20.19,20.44,20.71,21.48,14867.0,7.57,0.44,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2070-53729-0280,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2070/spec-2070-53729-0280.fits
SDSS_DR7,033711.59+003952.3,54.298275,0.66451576,415.0,51810.0,590.0,20.43,20.26,20.69,20.78,21.47,19527.0,7.58,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51810-0590,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51810-0590.fits
SDSS_DR7,033711.59+003952.3,54.298275,0.66451576,415.0,51879.0,582.0,20.43,20.26,20.69,20.78,21.47,20538.0,7.66,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0582,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0582.fits
SDSS_DR7,033807.64-000715.3,54.531841,-0.12090497,714.0,52201.0,274.0,20.3,19.95,19.31,18.57,18.17,6300.0,5.81,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0714-52201-0274,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0714/spec-0714-52201-0274.fits
SDSS_DR7,033853.67+000224.0,54.723606,0.03999231,714.0,52201.0,431.0,20.54,19.84,19.56,19.48,19.62,6584.0,8.36,,DAM:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0714-52201-0431,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0714/spec-0714-52201-0431.fits
SDSS_DR7,033913.57+000937.1,54.806546,0.16031384,416.0,51885.0,438.0,20.06,19.89,20.23,20.49,20.4,22183.0,7.53,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0438,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0438.fits
SDSS_DR7,033936.04-001424.6,54.900151,-0.24016573,415.0,51879.0,35.0,20.02,19.92,20.23,20.49,20.91,20421.0,8.19,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0415-51879-0035,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0415/spec-0415-51879-0035.fits
SDSS_DR7,033948.69-065640.7,54.952886,-6.944644,2070.0,53729.0,251.0,19.85,20.02,20.31,20.64,20.6,24266.0,7.83,0.551,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2070-53729-0251,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2070/spec-2070-53729-0251.fits
SDSS_DR7,034000.83-004257.0,55.003447,-0.71583366,416.0,51885.0,253.0,19.2,18.74,18.76,18.85,19.0,9754.0,7.85,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0253,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0253.fits
SDSS_DR7,034000.83-004257.0,55.003447,-0.71583366,714.0,52201.0,214.0,19.2,18.74,18.76,18.85,19.0,9896.0,8.2,0.716,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0714-52201-0214,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0714/spec-0714-52201-0214.fits
SDSS_DR7,034038.74-002944.8,55.161398,-0.49578594,416.0,51885.0,183.0,17.74,17.21,17.09,17.01,17.15,7002.0,7.78,0.485,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0183,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0183.fits
SDSS_DR7,034038.74-002944.8,55.161398,-0.49578594,714.0,52201.0,165.0,17.74,17.21,17.09,17.01,17.15,7009.0,7.92,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0714-52201-0165,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0714/spec-0714-52201-0165.fits
SDSS_DR7,034044.10+010621.9,55.183748,1.1060836,416.0,51885.0,419.0,18.73,18.24,18.4,18.56,18.74,12197.0,8.14,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0419,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0419.fits
SDSS_DR7,034101.39+005353.0,55.255792,0.89804756,416.0,51885.0,460.0,17.52,17.85,18.24,18.56,18.79,50000.0,7.78,,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0460,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0460.fits
SDSS_DR7,034142.76-002933.8,55.428183,-0.49271942,416.0,51885.0,164.0,19.82,19.67,19.95,20.25,20.32,19325.0,7.62,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0164,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0164.fits
SDSS_DR7,034148.42-060501.9,55.451739,-6.083861,462.0,51909.0,507.0,19.34,18.95,19.16,19.39,19.57,14282.0,7.95,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0462-51909-0507,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0462/spec-0462-51909-0507.fits
SDSS_DR7,034153.03-054905.9,55.470979,-5.818303,2070.0,53729.0,483.0,18.1,18.25,18.55,18.84,19.09,24754.0,7.9,,DBH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2070-53729-0483,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2070/spec-2070-53729-0483.fits
SDSS_DR7,034227.63-072213.2,55.615108,-7.370346,2070.0,53729.0,132.0,17.28,17.67,18.14,18.48,18.8,50000.0,8.41,,DBAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2070-53729-0132,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2070/spec-2070-53729-0132.fits
SDSS_DR7,034240.64-073504.0,55.669329,-7.5844446,462.0,51909.0,84.0,20.4,20.14,20.32,20.57,20.49,14621.0,8.03,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0462-51909-0084,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0462/spec-0462-51909-0084.fits
SDSS_DR7,034254.19-000050.9,55.725786,-0.01413816,416.0,51885.0,158.0,20.55,20.4,20.73,20.92,21.36,17834.0,7.62,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0158,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0158.fits
SDSS_DR7,034258.12-002103.6,55.742187,-0.35099436,416.0,51885.0,148.0,20.36,19.88,19.66,19.64,19.7,7011.0,6.36,,DAM:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0148,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0148.fits
SDSS_DR7,034258.22-051343.1,55.74258,-5.228627,2050.0,53401.0,530.0,18.3,17.89,17.94,18.09,18.26,10398.0,8.18,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2050-53401-0530,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2050/spec-2050-53401-0530.fits
SDSS_DR7,034258.22-051343.1,55.74258,-5.228627,2070.0,53729.0,530.0,18.3,17.89,17.94,18.09,18.26,10491.0,8.16,0.693,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2070-53729-0530,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2070/spec-2070-53729-0530.fits
SDSS_DR7,034309.50-060832.1,55.789598,-6.142244,2070.0,53729.0,511.0,19.07,18.71,18.97,19.24,19.46,15126.0,7.55,0.435,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2070-53729-0511,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2070/spec-2070-53729-0511.fits
SDSS_DR7,034409.67-001358.2,56.040273,-0.23282034,416.0,51885.0,110.0,18.3,17.86,17.83,17.98,18.09,9102.0,8.01,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0110,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0110.fits
SDSS_DR7,034428.27-003814.0,56.117785,-0.63722973,416.0,51885.0,46.0,16.58,16.81,17.25,17.56,17.88,30732.0,7.86,0.58,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0046,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0046.fits
SDSS_DR7,034439.55-061622.3,56.16481,-6.27286,2050.0,53401.0,551.0,17.53,17.57,17.94,18.23,18.62,23785.0,8.21,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2050-53401-0551,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2050/spec-2050-53401-0551.fits
SDSS_DR7,034504.20-003613.5,56.267494,-0.60376069,416.0,51885.0,3.0,19.46,19.0,19.17,19.36,19.5,12750.0,7.84,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0003,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0003.fits
SDSS_DR7,034511.11+003444.3,56.296291,0.57896269,416.0,51885.0,587.0,19.11,18.65,18.51,18.52,18.54,6959.0,9.99,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0416-51885-0587,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0416/spec-0416-51885-0587.fits
SDSS_DR7,034511.11+003444.3,56.296291,0.57896269,714.0,52201.0,639.0,19.11,18.65,18.51,18.52,18.54,7571.0,9.86,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0714-52201-0639,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0714/spec-0714-52201-0639.fits
SDSS_DR7,035514.53-044930.2,58.810551,-4.825059,2051.0,53738.0,374.0,16.91,17.09,17.46,17.77,18.06,26766.0,8.35,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2051-53738-0374,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2051/spec-2051-53738-0374.fits
SDSS_DR7,035617.50-063109.6,59.072914,-6.5193389,464.0,51908.0,278.0,18.7,18.73,18.96,19.18,19.24,13260.0,8.58,,DBZH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0464-51908-0278,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0464/spec-0464-51908-0278.fits
SDSS_DR7,035734.10-060653.0,59.392097,-6.114733,2071.0,53741.0,176.0,18.99,18.55,18.76,18.98,19.21,12478.0,7.96,0.585,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2071-53741-0176,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2071/spec-2071-53741-0176.fits
SDSS_DR7,040112.65-050059.2,60.302697,-5.016442,2071.0,53741.0,607.0,19.07,18.76,18.95,19.19,19.36,16896.0,8.08,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2071-53741-0607,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2071/spec-2071-53741-0607.fits
SDSS_DR7,044601.30+223855.1,71.50542,22.648635,2699.0,54414.0,413.0,18.12,17.69,17.86,18.07,18.27,14575.0,7.84,0.531,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2699-54414-0413,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2699/spec-2699-54414-0413.fits
SDSS_DR7,060423.04+225228.5,91.09602,22.87458,2912.0,54499.0,165.0,23.01,21.93,20.72,19.97,19.51,7020.0,6.75,,DA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2912-54499-0165,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2912/spec-2912-54499-0165.fits
SDSS_DR7,071146.87+385358.0,107.94529,38.899432,2943.0,54502.0,74.0,18.1,17.65,17.87,18.11,18.34,12860.0,8.02,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2943-54502-0074,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2943/spec-2943-54502-0074.fits
SDSS_DR7,072411.57+390100.2,111.04819,39.016732,2946.0,54506.0,404.0,19.33,19.25,19.62,19.84,20.06,20878.0,7.86,0.557,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2946-54506-0404,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2946/spec-2946-54506-0404.fits
SDSS_DR7,072620.78+370537.7,111.58659,37.093814,2073.0,53728.0,324.0,19.44,19.75,20.21,20.56,20.69,41311.0,8.14,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2073-53728-0324,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2073/spec-2073-53728-0324.fits
SDSS_DR7,072621.23+363311.6,111.58844,36.553229,2073.0,53728.0,422.0,17.7,18.1,18.57,18.92,19.11,50000.0,8.24,,DBAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2073-53728-0422,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2073/spec-2073-53728-0422.fits
SDSS_DR7,072706.13+384340.2,111.77554,38.727842,2946.0,54506.0,529.0,20.27,19.87,20.05,20.32,20.35,16970.0,7.73,0.493,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2946-54506-0529,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2946/spec-2946-54506-0529.fits
SDSS_DR7,072717.37+370512.1,111.82236,37.0867,2946.0,54506.0,102.0,20.09,20.0,20.35,20.8,21.09,19281.0,7.51,0.438,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2946-54506-0102,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2946/spec-2946-54506-0102.fits
SDSS_DR7,072812.68+362826.5,112.05283,36.474021,2946.0,54506.0,7.0,18.49,18.51,18.85,19.16,19.37,25688.0,8.12,0.697,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2946-54506-0007,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2946/spec-2946-54506-0007.fits
SDSS_DR7,073017.01+381520.2,112.57087,38.255598,2946.0,54506.0,614.0,20.54,20.22,20.46,20.69,21.26,17027.0,8.1,0.67,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2946-54506-0614,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2946/spec-2946-54506-0614.fits
SDSS_DR7,073025.39+410153.9,112.60581,41.031639,1734.0,53034.0,374.0,19.63,19.48,19.76,19.94,20.13,20664.0,8.53,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1734-53034-0374,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1734/spec-1734-53034-0374.fits
SDSS_DR7,073119.01+375814.3,112.82919,37.970645,431.0,51877.0,356.0,20.19,20.34,20.62,20.86,21.32,19672.0,8.13,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0431-51877-0356,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0431/spec-0431-51877-0356.fits
SDSS_DR7,073237.68+364628.9,113.157,36.774699,431.0,51877.0,128.0,19.03,19.18,19.52,19.84,19.96,13673.0,9.98,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0431-51877-0128,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0431/spec-0431-51877-0128.fits
SDSS_DR7,073238.45+362250.4,113.16021,36.38067,431.0,51877.0,133.0,19.72,19.79,20.14,20.56,20.57,23706.0,8.04,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0431-51877-0133,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0431/spec-0431-51877-0133.fits
SDSS_DR7,073250.34+393633.9,113.20976,39.609417,1733.0,53047.0,603.0,19.26,18.81,19.07,19.19,18.8,10644.0,8.34,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1733-53047-0603,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1733/spec-1733-53047-0603.fits
SDSS_DR7,073513.35+404943.3,113.80563,40.828695,1735.0,53035.0,128.0,20.34,20.39,20.55,20.7,20.89,13081.0,8.74,,DBA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1735-53035-0128,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1735/spec-1735-53035-0128.fits
SDSS_DR7,073515.12+362445.0,113.81302,36.412494,431.0,51877.0,7.0,19.72,19.74,19.98,20.09,20.49,13064.0,9.31,,WD:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0431-51877-0007,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0431/spec-0431-51877-0007.fits
SDSS_DR7,073545.55+411106.1,113.93978,41.185017,1735.0,53035.0,127.0,19.82,20.0,20.38,20.68,21.32,27024.0,7.87,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1735-53035-0127,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1735/spec-1735-53035-0127.fits
SDSS_DR7,073552.27+364634.8,113.9678,36.776326,2073.0,53728.0,617.0,19.53,19.58,19.93,20.15,20.15,20048.0,8.72,1.043,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2073-53728-0617,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2073/spec-2073-53728-0617.fits
SDSS_DR7,073739.88+413127.5,114.41616,41.524296,2701.0,54154.0,572.0,20.31,20.38,20.59,20.88,21.1,17219.0,8.16,0.683,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2701-54154-0572,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2701/spec-2701-54154-0572.fits
